/people/appointed_role/appointment./people/appointment/appointed_by	[0.016486483722819523, -0.17066854678925172, -0.015397826288635699, -0.001186581515922001, -0.014090477228683443, 2.2383044394328718e-08, -0.17185512867130856, -1.1422914021178646e-05, -0.0011977563729373098, -0.17067996759609072, 0.15538006747776167, -0.0013073288031369451, -0.00011045897031742997, -0.0011977563519950313, 1.1400713875108564e-05, -0.17175722697414864, -0.015288479494364017, -0.015288457151510844, 0.0011865816988214605, -0.015179154900432527, -0.1706685246272722, -1.1420566703375831e-05, -2.2163825309873894e-08, 0.17306455348521413, 0.016486483886477967, -1.1422914008432525e-05, -0.17066852464634205, -0.17066965920379457, 0.1730645334133215, 0.015397826288467174, 0.0011977563901730713, -0.15646874976813815, 0.016475038665588294, -0.17306455577545143, -2.236580728755081e-08, 0.014091611989781037, 0.015288479513290883, 0.17185512870931807, -0.015397781543294065, 0.171757204608496, -0.015179157413722378, -0.17187683972101647, 1.686571379974421e-13, 1.1422693270584723e-05, -0.17175722677015348, 0.015179132942278253, -0.015289636232867177, 0.17066968154849227, -0.17185512849008747, -0.1717560898844912, -0.0011980020846407906, 0.0001093467750088942, 0.17186657374897493, -0.01539780623381262, 0.01648648410955702, -0.0011865791877008077, 2.513135074406417e-09, 0.0011979820281395664, 0.00010930204523748842, 0.1718676884520654, -0.015396649312436993, -0.0011980043937794562, -0.17186652922136825, -0.0013073264938296318, -0.15646761289954542, -0.013980015931820466, -2.2363961637705002e-08, 1.1422914177061042e-05, 0.15766559513135686, 0.0011980043921151905, 0.17185512615985063, -2.256595523572325e-08, 0.0011991389495421565, 0.015189443643906113, 0.015287322593760684, -0.014090475323324953, -0.17185512846915782, -0.17175722930067897, -0.0011968696327073632, 1.1448612150522147e-16, 0.0011982501054969043, 0.18835303528689656, 9.903607339130945e-05, 0.17186655138516918, -1.2557654515030624e-05, 0.17187822229945535, 0.00011048113029789518, 0.01648537171225227, -0.00010932189992637458, -0.1871664517034904, 1.136868410079459e-06, 0.17306569033454283, -0.1717560923957806, -1.112395602100747e-06, -0.01517802054514117, 0.0011980020809378323, -0.1706571038395043, -0.00010934699607127199, -0.015288479311465798, -0.0013073288031369451]
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	[0.16910561841119595, -0.143317301261994, -0.012900190639103434, 0.014007406506101943, -0.01177985209661921, 9.854686723727963e-05, 1.0774830850760932e-05, -1.0881368393866195e-05, 1.07840470125159e-05, 0.15633750865355386, 0.0011073133194437644, 0.1692160086719784, 0.15621630914110582, -0.1563256477505248, -0.012909800385875811, 8.33338828868939e-09, -0.15632574521587816, -0.14342760255412304, 0.012908830904850213, -0.012899008762498951, -0.15633740299828217, 0.14331943582177728, 1.0880611363656065e-05, -0.0011083893449936016, -0.15633750872581859, -0.15532874322171883, -0.15643594986551884, 0.0011082751599370108, 0.0001093309154770034, -0.15643604636342104, 0.012909801275183952, 0.012899114548325622, -0.16811744987448135, -0.15643594904265334, 0.012789686246747495, 0.15632671627203695, 0.15743626229539928, -0.15631592382513163, -1.0676193322921626e-06, -0.1423194072183178, -0.012909801143464138, 0.012908733452412934, -0.012899017161666972, -1.0685150271244673e-06, -8.39922355893778e-09, 0.0011083801870660004, 8.905266251128284e-08, -0.15633749949623885, 0.15632671627253938, -0.0011094569702036795, -0.001206919479067164, 0.15743509721719326, 0.0011083893443804924, -9.739302666678732e-08, -9.855532586616719e-05, 0.15743393207314507, 5.574841092506403e-13, 0.15632671627835576, -0.1693350644207764, 0.0009990492133485345, -0.14453714768129494, -0.0011083725459883054, -0.16811638224927714, 9.745243788767686e-08, 0.0011095460228609233, 0.012900085676080987, 0.16811842025224907, 5.55384063261433e-16, -0.012898911375839745, 0.14342663148460183, 0.0011094494602321334, -0.012789686175152007, 0.00010933937997785383, -0.012789685364532165, 0.1563158432369202, -9.745243778354234e-08, -0.14453608005552573, 0.00010933097482676756, 0.15631594055774353, 0.013898058733380179, -0.0011083725395519596, -0.15521941230691108, 0.1563266273504372, -0.01289901709582529, 0.012997556519553173, 0.014116729087571188, -0.0010976943500178094, 0.01178956859068745, 0.012899113731331948, -0.15632661888593632, -0.0011083801287207872, 0.0001093225884630572, 0.0011083724742816364, 0.1563374994961838, -0.15743509632787875, -0.00010933091486333872, 0.1434277956741069, -0.15732586444009825, -0.15520754287991917, 0.012789588036776905]
/tv/tv_series_episode/guest_stars./tv/tv_guest_role/actor	[0.21702300119964896, 0.0019361617994789664, -2.6238130621869557e-07, 2.2539845382374395e-08, -0.21704770756762393, 0.021259905515582225, -0.2168349107163858, 2.2422540037895157e-05, 0.021262236646354536, 0.00021070958855740952, 0.021261953728220827, 0.001933853063655079, 0.0019361614321936834, -0.0002130634857322069, 0.0212622162931494, -2.308552357749447e-06, 0.021262216111573327, 0.021262238853420372, 0.0019361388719227133, 0.02126452468229025, -0.021472948441942096, 0.21702297459479344, 0.0002107323322588541, 2.2422539842710427e-05, 0.002124493764432944, 0.2170454012022948, 0.2189815382344405, -0.21702297663862183, -0.02126223664615969, 0.0002109987808334878, 2.642210850631871e-07, -0.0019588258369205775, 2.308572607008289e-06, -0.21704542192259182, 0.00021304088481007737, -0.0019137636392601936, 2.2420537038894524e-05, -0.001933855066653923, 0.21683493125095346, 0.00021073251607628825, 2.330949213210039e-06, -0.21704794941188701, -2.2539863936971962e-08, -0.01932605651483551, -0.001725427259960776, 0.21704539917661372, -0.0019361410765537906, 0.00021070995582571613, 0.021284636648595028, -0.02105146140062472, 0.021262216129932524, -0.001933855066674333, -0.0019358766720027221, 0.021284617949481548, 0.00021073437631811886, 2.042233468282606e-11, -0.2170454237621755, -0.0019160701905088244, 0.0019359195879135851, 0.21725639573219505, 0.0019338532291335224, -1.857071355921313e-10, -2.6642815058815e-07, 0.0019384702088486615, 2.2539650041017034e-08, -0.021051461400427983, -0.21704539917887342, -0.0019361595924132847, 0.19576080562944137, -0.00021073214880969253, -0.023175715343866365, 0.021262503054062715, 0.021264524661672755, 0.0019361616160315156, 0.021264524498452574, -2.2399816745206687e-05, 0.2382852152857344, 1.934618007244391e-13, -0.0019338304827870116, -0.0019358970274659848, -0.019325790088925893, 0.0019358972135638272, -0.0019361390757959205, -0.0019358973947514243, 2.242256046191662e-05, 2.240000019436824e-05, -2.2402025894268375e-05, -0.021264522679096065, -2.3085746512671003e-06, -2.331132660660713e-06, -0.21513163737711163, 0.2168346670321267, -0.02147294641853777, -0.001936139053307206, 0.21706779715751254, -0.21510923756510175, 0.21702273495757562, 0.021051461237229622, 0.00021304292844479127, -0.021264526705518292]
/music/performance_role/track_performances./music/track_contribution/contributor	[-9.725958110985859e-08, -0.14624277627561222, 0.15934040357672571, 0.14637506782775553, 0.14637429908880656, 0.00012256347104077947, 0.011998227267425122, -0.14612030259678313, 0.14503079373910127, -0.14624373144938282, -0.14745571543096275, -0.14625278038510345, 0.14501993766055812, -0.0012210248385590352, -9.625646208870107e-07, 0.013220109256841264, 0.14625268243804534, -0.013343545506445974, 0.14636430983755847, 0.0001125816105177137, 0.1461212503093801, -1.0456595235211167e-06, -0.013342582999838997, -0.013229925620311915, -0.0012209344237794056, -0.013210194811910415, -0.0012228527790607991, 0.013221065123554109, -0.0012218902145051573, 9.906913932266878e-06, -0.0012318045952822605, -0.14624373137840221, 9.817128006279602e-06, -0.00013238059905400817, -0.1462428660678158, 8.653049740610931e-07, -0.14624277703327057, 0.00013238066321521458, 0.013332690931520744, -0.00012239872617299488, -0.1450109791340695, 9.725336921719287e-08, 0.14612030260921433, -0.001221890144745998, 7.576526854507646e-10, 0.013230016940982189, -0.0012218003451158867, 0.14624181364008382, 0.1462427762756849, 0.14623286942518204, 8.727723509092664e-07, -0.013229933845407254, -0.14625267572844472, 0.011999181612482842, 0.14623286935540855, -0.14624373137907437, 0.00012248037607876953, 8.234346296161944e-08, 0.14746467395129728, -0.0012219800135357466, -0.001221889456188768, 9.906927029465246e-06, 0.14624373144938918, 0.15946288478088907, 0.013221154095092216, -0.013230105981680338, 1.0862029819476724e-05, 0.01322019906207571, 0.14612029507145574, 0.13425446414735434, -0.013342590397449833, -0.1595952735291114, 0.159472799919443, -8.226748389709992e-08, -0.14501097921120382, 0.012008125281414286, -0.13301284989077086, -0.1461103882215536, 0.013342500675613005, 0.14758714016282157, -0.013210203101167472, -0.01322020728041909, -0.14611934749960484, -0.1450218412286641, 9.90692021053317e-06, 0.012008125968751632, 0.14625363829921859, 0.1319233477944197, 0.14502078879524652, -7.46116558060167e-09, 0.15946288478095436, 0.0012209425722818133, 0.014441999477566837, -0.146232868527317, -8.979219619228904e-08, 0.14746466655429982, 0.14624278366634574, 0.14746562158730822, 0.013230015431758804, 0.15823108765183774]
/medicine/disease/prevention_factors	[-0.16068884256369348, -0.0011664297896449292, -0.00010731213818052158, -0.16198057510494385, -0.013447590704942775, -6.428500744830282e-05, 0.012383661275899661, 0.013543326793150826, 0.16064777771264452, -1.8170197252569036e-05, 0.013575817258876905, 8.478807163800998e-05, 0.16062367526544236, 0.00010098878745545339, -0.00010822292604178104, -0.0013021742103111159, -0.0001093481846730548, -0.014859406060596127, 0.01358480832703848, -0.17424463149341896, -0.01354692328777327, 0.17426027126923016, -0.17432534791263052, -0.0012861748956957077, -0.00010261465704465427, -0.17421424593181586, 0.16199383809923318, 0.0012741358923653626, -0.16059347507849223, 0.16077035904045633, -0.012255060918854475, -0.013634184958339714, 7.283667633447499e-05, 0.001230582014089392, -0.013541146814772486, -7.683721429011474e-05, 0.1607152471255972, 0.1730505141436673, -0.1606317873435065, -0.1593590301970044, -0.16071982935514315, -3.868377428470434e-05, -0.0011836761424093216, -1.0804369309709564e-05, 0.013510487329990875, 0.013627173576723873, -0.00011541549261345004, 0.1606839763141372, 0.16077541461475303, 0.013638136948089618, -0.16075138415570236, 0.014771975361681114, -0.14715097385657758, -0.0011672880200132986, -0.014807267500616197, 9.706084193216167e-07, -8.460976607481467e-05, 0.15933030326911235, 5.241497422180567e-05, 6.296745267238392e-05, -0.012318011858518333, 0.0012964386927642976, 2.1727975026052444e-05, -0.1754391896658202, 0.00011091464632845789, -0.16198049953642055, -0.16069428064717994, 0.1594332692263204, -1.6057175307421563e-05, -0.013539520469180208, 9.866071883623746e-05, -2.1017365141358138e-05, -0.15945778803033148, -0.01358847355364383, 0.013616437494813805, 0.013530419456720625, 7.49709448386726e-05, 2.7566427889825277e-05, -0.145771346332763, 0.16057656223078753, 0.013486352698724722, 0.001256808833933426, -0.16062384230833, 0.16078581552291937, -7.292800946377329e-05, -0.16075195705491807, -0.16079088599361363, 0.012306437417666212, 0.013548515946465285, -0.013532732365687358, 0.15946178081454557, 0.0136157335322338, 3.3180787814974055e-05, 0.16078034124385338, -0.16072845462106275, 0.0011773235093668543, -0.013600567545291521, -0.1483834404474897, 0.16066009568466205, 0.1607793512022648]
/organization/organization_member/member_of./organization/organization_membership/organization	[9.832886169176844e-10, 0.00012603268659462896, -0.00011439214546933609, 0.18820940331347047, 0.0014963138152628798, 0.01562946362204671, -0.17245381272303165, -0.01564108416217653, -0.18808446899486317, 1.0782675220750023e-06, -1.162044064561522e-05, -0.17245284883802514, 0.015629473181162142, -0.17231736072047618, 0.00012709085353260275, 0.01562838545411582, 0.0016235295951576444, -0.17231628353611272, 0.17232790396268408, 0.18808350511120414, 0.1724539272063526, -0.015629359881527496, -0.00012612696879096559, -0.18658695297031427, 0.0014975150411270896, -1.0542525187068723e-08, 0.1723279030062228, -1.269772474716534e-05, 0.0014964376574251746, -0.17245392710673552, 0.17395024082107674, -0.0016224397010162505, -0.015628394913773068, -1.0677374709070191e-06, -0.01562946352231102, 9.973457039082329e-11, -0.1739618602770968, -0.15683609446801985, 0.01562946362059264, -1.1621424082960068e-05, -0.001369325720138436, -0.0001261374115934242, 0.17395143140481054, -0.01699986760812016, -0.015629474164452206, -0.0013587845301824798, 0.001370403986219288, -0.00012494487270910611, -0.17257993969155785, -0.17232899288628983, 0.00013872184958947976, -0.0014848066871261448, 0.01562957810416518, 9.638848604491036e-07, 0.01562933966739699, -0.17232790496004843, -0.17257983583893435, 0.015641073521343692, 0.015755485778723287, 1.1438384882630975e-07, -0.017113192016011716, -0.17083146631933574, 0.015503440594183376, -0.015642162329950842, 0.17234060366808554, 1.1438252741081194e-07, 9.84610147292882e-10, 0.001484691308421496, 0.01700094489221905, -1.0642274059694893e-08, -0.0001260240990714861, -0.00011440258841810064, 0.17083038805062414, -0.001622450243542663, -1.4292662229764718e-14, -0.17396196411696857, 0.015629578017195653, 0.015617844164569905, 0.17245404158742575, -0.17258103904400918, -0.015628385354537932, 0.0014964280993782174, -0.01562934825622823, 1.0782675221803065e-06, 0.0001260125987482192, -1.173384120692552e-05, -1.0542418226643342e-08, 0.17094480138197443, -1.1609898108576634e-05, -0.17244230568149052, -0.17245500538556935, 0.17245392720504193, -0.0014963127323594904, 0.1568362088492272, 0.17396197466096106, 1.3299930097663844e-13, 0.014121415966644308, 0.001497494740134907, 0.015742787073328764, 0.17257983575064206]
/american_football/football_player/receiving./american_football/player_receiving_statistics/season	[0.01512653455408208, -0.01370520388802079, 0.002782260179930865, -0.0027870268513948047, -0.20083485118620437, 0.0117375668991553, -0.0027215204411475302, 0.0013963679946450123, -0.1766125466768975, 0.004041358724938161, -0.011269362716826775, 0.008179343592328818, -0.009519887940979549, -0.011921157675695179, 0.014508149571902364, -0.005126032439497694, -0.18572765761213098, 0.0013788888888736242, 0.0007227598712233494, -0.18760778943566767, 0.00021457279330469538, 0.00695526639318109, -0.012793246559932732, 0.004261621722884027, 0.00986557330901426, 0.0028962358655982286, -0.009446777006745987, -0.006747962034060636, -0.014688340748756573, -0.19870109371590863, -0.004215189110439046, -0.009109903323663522, -0.1783619093014946, 0.01535762849235331, -0.005848772364134934, -0.009825624371139057, -0.014477810480834656, -0.19867957512103882, -0.19268182105980983, 0.2020650929433608, -0.004763674960803587, 0.1745873270455761, 0.012834950417453457, 0.010903695406370834, -0.19794051607456134, 0.013445774330005988, 0.1770954460997084, -0.18996707064363624, 0.19121827546655695, -0.015131080320982522, -0.19890582934137976, -0.006405972980761092, -0.1807508653236953, 0.20049528352901771, -0.004743372901556323, -0.01030093419369476, -0.009659340537646402, -0.004814853800716098, -0.006443658858536749, -0.008856829326270375, 0.17366765480698348, 0.004720261307436715, 0.0027395062617287056, 0.00892709970666088, 0.014932202598436797, 0.014120931357531398, -0.19609071709082074, -0.0012782002332979165, -0.17354979341974852, -0.011441821990019438, 0.18850445016579168, -0.0029408558970154797, 0.013856705037057004, 0.1936391141548952, 0.01431423993093154, -0.010535392078953851, -0.19649299584544547, -0.0037510983284587637, -0.17627811176912053, -0.006590099751396635, 0.010302693052960374, 0.0009874662546925238, 0.004946406622301473, 0.009832822216421538, 0.01506185642792372, 0.003892017143169421, 0.004302477821507481, 0.006549195272887262, 0.011042611798546884, -0.18157993805984915, -0.004917918695358894, 0.173713018231028, -0.0031175602137634676, -0.006706288376253761, 0.19427370571406846, 0.0057977853804631685, -0.013062966857831461, 0.007250183994817924, 0.18826729229305023, 0.01392085827142467]
/user/narphorium/people/wealthy_person/net_worth./measurement_unit/dated_money_value/currency	[1.2065690554205178e-10, -1.6430399976318674e-06, 0.17776972015514853, -1.4098254783034268e-08, -0.21540938010348756, 1.4217680149619155e-08, 0.01639439908227669, -0.01780518100439705, 0.19901660872013885, -0.017959810012024784, 0.19901660859813472, 0.2155639936262435, 0.0001547998089272795, 0.0001562578289337459, 0.19744958167554016, -0.01795982423105103, -0.0015512833481079909, -1.574106163264009e-05, 0.21539362368848117, -0.19903072070584746, -0.17933530201658984, -1.2949024519824318e-08, 0.019540961773256194, 0.016394242246618, -1.574092756949696e-05, 0.0015655689002284222, -1.2799850428763474e-13, -0.0015637536586515248, 0.19901660873106974, -0.19760255477836577, -0.1974338135556859, -0.0015637524021729391, 0.00172001148895624, 0.00015445680627885098, 0.0015496428087792024, 0.0015811376531604973, 0.19901660859825152, -0.00015462899542703732, -0.0001544580615267854, 1.473374754325017e-06, 0.00015464321323406746, -0.01811444037266759, 1.594032253805119e-05, 1.6429315177705364e-06, -0.017943869579890057, 0.21399878333455077, 0.0015637536466026106, 0.00015480117388693207, -0.01639442626114375, 1.3783670081617108e-09, 1.2175948145747483e-11, 0.19901497965502077, 0.01780518101781683, -1.575629447978922e-05, -0.213828239939961, -0.01639441204592664, -0.01639442751886629, 1.8515159151564477e-07, 0.00015478571203225312, 0.017959810012012453, 1.5753902162688033e-05, 0.0017183826542190009, -0.017958168215099345, -0.00156522589758075, 0.19744939915744816, 0.00013887371625686764, -1.4205503225975301e-08, 0.017958011487793527, -0.00013887383690023677, 0.0017200399254199263, -0.17964438769775526, -1.7080108074831101e-07, 1.096065287614615e-17, -0.00013887383690023677, 1.644320945973643e-06, 0.1974495702120029, -0.0015654109274007494, -1.5924848378110315e-05, 1.096065287614615e-17, -0.017958181177517935, 1.574106163265105e-05, -0.01795818255466464, -0.19760435454567032, 0.1958684168447327, 1.4217679053553867e-08, -0.1974495817963365, -1.7081338480456758e-07, 1.5755146350742805e-05, -0.19901660859690323, -0.01639424224527177, 0.017975565158606904, -1.4217679053553867e-08, 0.0015670385190792865, -0.01794422590816972, -0.0001546289955561319, 0.19588581518864914, -0.01780516679890747, -0.01795832367618786, -0.19746533694268736, -0.017959822961035897]
/sports/sports_team/roster./soccer/football_roster_position/player	[0.021857898210125654, -0.0001971406099554929, -0.22758588960709417, -0.02203419064512616, 1.7961193740300424e-05, -0.0021260859717746623, 1.7961193740313173e-05, -0.0002149162812128707, -0.22989283592845366, 0.02165926219136912, -0.2494244498361072, 0.20782020488857963, 1.6238172993322973e-08, 0.00017934838189434204, -0.021659229697138113, -1.6238186559949115e-08, -1.5264151062318285e-06, 0.22989132250779884, 0.20785560399221295, -0.0021245744817763998, -1.626237761855294e-05, -0.22967655895570985, -1.5858281756227863e-10, -0.00019714027635302317, 0.0021245743233648863, 0.2296764062264282, 0.0021245596988127176, 1.9320113194713773e-05, -0.0021245580835607485, -1.6238159643456838e-08, -0.01973317114267187, -1.528061772437805e-06, -0.00019559778165489426, -0.0023216824585905807, -0.0021406529818199806, 1.4819422459823543e-11, -0.021874162216057265, -1.626402091966186e-05, 0.22758741766902435, -0.002320170491370879, -0.002126084498824718, -0.25154902431771486, -0.2277667642638812, 0.0021406531418651123, 0.00019729318049663898, -1.5442686878735e-06, 1.7792067702852115e-05, 1.6450579742517608e-11, -0.20785560381719437, 1.779206963219466e-05, 1.7793540953442702e-05, -0.00019729479575120924, -0.021659247565227333, 0.0021067660189231633, -0.021856354068762733, 0.22756979456846468, 0.00019712570113870827, -0.021854840473101714, 0.00019865241711649622, 0.02187569010456948, -0.0001971406099554674, -0.02205366332870673, 0.22969418368633013, 0.0021082940610366034, -1.6396755810885253e-08, 0.00019712405462920702, 0.021856370133533677, 0.22989113893224358, 0.0021245564550922973, 0.00212608597194575, -0.021659229696968197, 1.7775831147449447e-05, -1.6898213091509924e-07, -0.2515503816071101, 1.6733722568014684e-07, 0.022051813587089658, -0.00019712422800306423, 0.22949705784291735, 0.002124559717011645, 0.02185789819370198, -0.002126087762202746, -0.0021438782148100787, -0.02185789819384499, -0.20785390696314462, 1.5280453353991874e-06, 1.5296754066887598e-06, -1.6238003180985636e-08, 0.002142519103885561, -0.00019694062136258012, 1.629929579531961e-09, 0.021856353910180017, -1.7791892839675165e-05, -0.021659245776572043, 0.22755183190323322, -1.7792066384632524e-05, 0.02165924595322303, 1.5280453368017522e-06, -0.019731643095863078, -1.6465083281898498e-09, 0.021856370306934554]
/business/company_type/companies_of_this_type	[0.002043809489381531, -0.19514452631649895, 0.0020435085718548, -0.19514796871305518, 0.02283656386076759, 0.19514507060661854, 0.19514476997090208, 0.19514162794828155, 0.0020409085112800224, -0.19514479833048062, 0.1951448269234812, 3.170120421230842e-06, -0.00022139495806834498, -3.145907534526472e-08, 0.0002213635247672832, 0.0207930838304554, -0.00204063910689699, 2.8399788699957715e-09, 0.02283943337715599, -0.19718858204115064, -0.1931038869791885, -0.0228397342176017, -0.022836535293479777, 3.4138031745738573e-06, -0.1953661878423352, -0.023057956004569842, -0.002043508594522868, 0.0020437811298056143, -0.002040639055464073, 0.00022453677332394718, 0.19536619070767902, -0.002043780844979168, 0.0020437808706943047, -0.0020403668079962477, -0.194923406238101, -0.023057984572210467, -0.19514165344152548, -3.1418152555913435e-06, -0.002046647285009053, -3.661315949594849e-05, -0.022872933625350412, 0.00022166439423006024, 3.634117158198152e-05, 0.19536591791334917, -0.000221392118089475, -0.0020409116164004696, -0.00022142355104330503, 0.1951476709460183, -2.5946142290736885e-10, -0.1951416562814426, -0.020795924805651022, -2.436544057812049e-07, 0.020795924520155436, 0.19536621904157073, -0.00022138928109591638, -0.02079251069123192, 0.023057955975843827, 2.6212511106052137e-10, 3.2498137236349423e-17, -0.02283629156193125, 0.0020406388220367668, -2.6431818285564198e-15, -0.0020437522776934765, 0.0020435088596950477, 0.0002211198449962509, 0.023057987437904475, 2.7227312408648354e-07, -0.0020437837103230616, -3.661318558924451e-05, 2.751101203207746e-07, 3.1420486546564546e-06, 0.002044053143818164, -0.022836592712913505, 0.0020437780276987413, 0.0002216646502939979, -0.002040639340265171, 0.19514479832746445, 0.1953659184345549, -0.1951447983304777, -0.002043505757588174, 3.14462990007265e-06, -0.020795652506523668, -0.00022138927811061584, 0.19518111323080722, 0.1951479401170049, 0.19514507060357092, 0.19310128973293897, -0.022800225814344266, -0.00204378087034391, -3.63123194616538e-05, -0.19514794037913027, 0.022839677057307703, -3.63408864027569e-05, -3.413803555896167e-06, 3.144629519324474e-06, 0.19718543741159808, 0.02079564969222903, 3.634065335591743e-05, 0.00022453677329569547, 3.1443673968565953e-06]
